query,lat,lon
105 BT PURMEI RD,1.272483013253346,103.8247030217188
105 CLEMENTI ST 12,1.322711790288128,103.7698881036897
105 GANGSA RD,1.378312421205739,103.767763308976
105 HENDERSON CRES,1.290214201769466,103.8223568447108
105 JLN RAJAH,1.328579099876147,103.8538725235602
105 JURONG EAST ST 13,1.337387468193313,103.7385276273472
105 LENGKONG TIGA,1.32564831471453,103.9101121793695
105 PASIR RIS ST 12,1.368437921486948,103.9575387908481
105 POTONG PASIR AVE 1,1.334423732276835,103.868696835165
105 RIVERVALE WALK,1.382156130714959,103.9007119252234
105 SERANGOON NTH AVE 1,1.370247458606025,103.8702259804902
105 SIMEI ST 1,1.340924594279819,103.9507424987903
105 TAMPINES ST 11,1.34809312469491,103.9471775644766
105 TECK WHYE LANE,1.377650019613311,103.7529943034997
105 TOWNER RD,1.320813042822798,103.8613467135059
105 WOODLANDS ST 13,1.436844761684914,103.7815791133158
105A BIDADARI PK DR,1.334006992375496,103.8704305722305
105A DEPOT RD,1.281071165468352,103.8114057303514
105A EDGEFIELD PLAINS,1.396941331562198,103.9057294973825
105B BIDADARI PK DR,1.333474038791528,103.8704904052839
105B EDGEFIELD PLAINS,1.397206464270301,103.9060022800833
105C EDGEFIELD PLAINS,1.397672035371294,103.9055987679018
105D EDGEFIELD PLAINS,1.397175308959258,103.9052295931451
106 ALJUNIED CRES,1.319054949621518,103.8829009181243
106 ANG MO KIO AVE 4,1.371933703234903,103.8374860618511
106 BEDOK NTH AVE 4,1.334458950342291,103.937087136194
106 BEDOK RESERVOIR RD,1.32950152189671,103.909381688756
106 BISHAN ST 12,1.346100700683148,103.8478471913522
106 BT BATOK CTRL,1.348222308862418,103.7471884984892
106 BT PURMEI RD,1.272989370325611,103.825626826099
106 GANGSA RD,1.377901999736628,103.7674122790534
106 HENDERSON CRES,1.289426079471525,103.8222767819272
106 HOUGANG AVE 1,1.353702971440114,103.8906807925524
106 JLN DUSUN,1.328557711775942,103.8447967736184
106 JLN RAJAH,1.328476557951175,103.8546988748658
106 JURONG EAST ST 13,1.337249650528241,103.7376746509263
106 LENGKONG TIGA,1.325088459313475,103.9100087696092
106 PASIR RIS ST 12,1.368012550483375,103.9576531331193
106 POTONG PASIR AVE 1,1.334100335666614,103.868171273744
106 RIVERVALE WALK,1.382497291784254,103.9003213419153
106 SERANGOON NTH AVE 1,1.370244621072993,103.8708229504094
106 SIMEI ST 1,1.341885217334366,103.9508334811959
106 SPOTTISWOODE PK RD,1.273566738463435,103.8340581560302
106 TAMPINES ST 11,1.347539192065528,103.9476754279861
106 TECK WHYE LANE,1.377957987951276,103.7529316306732
106 TOWNER RD,1.321020009915332,103.8609978331371
106 WOODLANDS ST 13,1.436769433871704,103.7822241729377
106 YISHUN RING RD,1.431478614323491,103.8274520042116
106A BIDADARI PK DR,1.334138999917462,103.8712597150516
106A DEPOT RD,1.280613649778951,103.8109678708829
106A PUNGGOL FIELD,1.396604860766806,103.9083441344595
106B BIDADARI PK DR,1.333642110831767,103.8711647604121
106B DEPOT RD,1.280649504425642,103.8107509135246
106B PUNGGOL FIELD,1.39709453228143,103.9079553631376
106C PUNGGOL FIELD,1.397366642074971,103.9075622301219
106D PUNGGOL FIELD,1.397626067348927,103.9073581271475
107 ALJUNIED CRES,1.318964653388121,103.884287246879
107 ANG MO KIO AVE 4,1.37138400081004,103.8373814097941
107 BEDOK NTH RD,1.332317407457842,103.936301267285
107 BEDOK RESERVOIR RD,1.32987028916159,103.9092203879148
107 BISHAN ST 12,1.346417614209677,103.8479207068437
107 BT BATOK WEST AVE 6,1.347810884797535,103.7466087583542
107 BT PURMEI RD,1.273101654751232,103.8245085721712
107 GANGSA RD,1.377984697008488,103.7667146511326
107 JLN BT MERAH,1.279836901911976,103.8247577691081
107 JLN RAJAH,1.327853326848866,103.8549937246316
107 JURONG EAST ST 13,1.337786345399596,103.7381318775391
107 LENGKONG TIGA,1.324954598840835,103.9101751496118
107 LOR 1 TOA PAYOH,1.341233588407293,103.8472940215122
107 PASIR RIS ST 12,1.367509667093176,103.9575189178074
107 POTONG PASIR AVE 1,1.33470936894149,103.8684132390398
107 RIVERVALE WALK,1.383005013251964,103.9002724535216
107 SERANGOON NTH AVE 1,1.369900397487746,103.870224885633
107 SIMEI ST 1,1.342161139672706,103.9504899420219
107 TAMPINES ST 11,1.34836421842074,103.9481587238136
107 TECK WHYE LANE,1.378055381482228,103.7535882475541
107 TOWNER RD,1.319795086259866,103.8604358142447
107 WOODLANDS ST 13,1.437298432252529,103.7822270774219
107 YISHUN RING RD,1.432218081183708,103.8275201974581
107A CANBERRA ST,1.449904746220004,103.8329792409641
107A EDGEFIELD PLAINS,1.39719879396476,103.9068257856638
107B CANBERRA ST,1.449165163331673,103.833497265983
107B EDGEFIELD PLAINS,1.396837235235976,103.907248151565
107C CANBERRA ST,1.448557823066488,103.833864786
107C EDGEFIELD PLAINS,1.396621520891393,103.9076007248218
107D EDGEFIELD PLAINS,1.396238034917975,103.9080073151281
108 ALJUNIED CRES,1.319175152394765,103.8853215943427
108 ANG MO KIO AVE 4,1.370966352226251,103.8382019403253
108 BEDOK NTH RD,1.332740092265108,103.9362235196933
108 BEDOK RESERVOIR RD,1.33023193004173,103.9093869724578
108 BISHAN ST 12,1.346714989202247,103.8473983575436
108 BT BATOK WEST AVE 6,1.34744385349942,103.746502064421
108 BT PURMEI RD,1.2733573140352,103.825345821846
108 C'WEALTH CRES,1.307547319671277,103.7990885832038
108 GANGSA RD,1.37759685167023,103.7672272141434
108 HOUGANG AVE 1,1.35277393315535,103.8900931770253
108 JLN BT MERAH,1.279220088338354,103.8254413821842
108 JLN RAJAH,1.328389357250247,103.8557508723346
108 JURONG EAST ST 13,1.338283030681062,103.7371020992357
108 LENGKONG TIGA,1.324563709664951,103.9101309684699
108 LOR 1 TOA PAYOH,1.341552529100625,103.8472951471245
108 MCNAIR RD,1.321619038316907,103.8593827195056
108 PASIR RIS ST 12,1.367478778640873,103.9570176976099
108 POTONG PASIR AVE 1,1.334720043221619,103.8679284464378
108 RIVERVALE WALK,1.382811685913091,103.8997828874357
108 SERANGOON NTH AVE 1,1.369901403369431,103.8712068359301
108 SIMEI ST 1,1.343019540858845,103.9510074427749
108 TAMPINES ST 11,1.347866464382061,103.9485616162593
108 TECK WHYE LANE,1.378324137359022,103.7529507505435
108 WOODLANDS ST 13,1.437219087355277,103.7815767532924
108 YISHUN RING RD,1.432323550809123,103.8290719711769
108A CANBERRA WALK,1.44776056626368,103.831274677849
108B CANBERRA WALK,1.448189516733535,103.831856910403
108B MCNAIR RD,1.319981244299263,103.859005144914
108C CANBERRA WALK,1.447353301492007,103.8317961583177
108C MCNAIR RD,1.319844175137523,103.8594624945356
109 ALJUNIED CRES,1.319392917858226,103.8844398762067
109 ANG MO KIO AVE 4,1.370096537583388,103.8376877660462
109 BEDOK NTH RD,1.332053160212125,103.9349351023198
109 BEDOK RESERVOIR RD,1.329631366135357,103.9099021614783
109 BISHAN ST 12,1.34675059587743,103.8479901683682
109 BT BATOK WEST AVE 6,1.347003767479876,103.7461704103874
109 BT PURMEI RD,1.273929399292651,103.8253107611443
109 C'WEALTH CRES,1.307249430758556,103.7989382883381
109 CLEMENTI ST 11,1.321980676555612,103.7707761173563
109 GANGSA RD,1.377367364897343,103.7677487588739
109 HOUGANG AVE 1,1.355328589455759,103.889376316331
109 JLN BT MERAH,1.279426714350229,103.8260869161225
109 JURONG EAST ST 13,1.338361705282807,103.7359111585076
109 LENGKONG TIGA,1.324580762449695,103.9106975310816
109 LOR 1 TOA PAYOH,1.341237271208272,103.8462024608115
109 MCNAIR RD,1.321420378795838,103.8591003450506
109 PASIR RIS ST 11,1.368463680066613,103.9560090701134
109 POTONG PASIR AVE 1,1.334863951850783,103.867411589518
109 RIVERVALE WALK,1.38328317106655,103.8996413687113
109 SERANGOON NTH AVE 1,1.369433518238315,103.8705114070408
109 SIMEI ST 1,1.342257928022612,103.9501283541348
109 SPOTTISWOODE PK RD,1.274031872915778,103.8366527460599
109 TAMPINES ST 11,1.347407807373298,103.9488118276471
109 TECK WHYE LANE,1.378659892512115,103.7520776594627
109 WHAMPOA RD,1.327148175776567,103.8557009144204
109 WOODLANDS ST 13,1.437520434270478,103.7809535941968
109 YISHUN RING RD,1.432799057045612,103.8286461810392
109A DEPOT RD,1.280957713097776,103.8094401536954
109A EDGEDALE PLAINS,1.394721863921826,103.9098738077203
109B DEPOT RD,1.280999371593987,103.8092252795207
109B EDGEDALE PLAINS,1.394956962008667,103.9096342309473
109C EDGEDALE PLAINS,1.395172719890946,103.9092816056409
109D EDGEDALE PLAINS,1.395529912913053,103.9088596277884
10A BENDEMEER RD,1.314991388873134,103.8605053863496
10A BOON TIONG RD,1.286358471076949,103.8296261557093
10B BEDOK STH AVE 2,1.32235386630343,103.9361832631113
10B BENDEMEER RD,1.315477153320738,103.8603129301155
10B BOON TIONG RD,1.286336847433415,103.829204757258
10B LOR 7 TOA PAYOH,1.337161363526242,103.8583536393867
10C BENDEMEER RD,1.315842361970177,103.860644539729
10D BEDOK STH AVE 2,1.321770859101516,103.9363265704442
10E BEDOK STH AVE 2,1.321620093460099,103.937040959341
10F BEDOK STH AVE 2,1.322217734727761,103.937001345916
11 CANTONMENT CL,1.274426047460705,103.8396715142684
11 CHAI CHEE RD,1.326911374667938,103.924883893296
11 EUNOS CRES,1.321800289344388,103.9044243462858
11 FARRER PK RD,1.31236768241478,103.8521093071518
11 HAIG RD,1.314836269652857,103.896637295254
11 HOLLAND DR,1.314190898844644,103.7827197049556
11 JLN BATU,1.301696390511007,103.8825786863607
11 JLN BT MERAH,1.286621904074887,103.8089633466631
11 JOO SENG RD,1.335008950477123,103.8807062596666
11 LOR 8 TOA PAYOH,1.337233443021776,103.858841063408
11 MARSILING DR,1.440393998802548,103.7779422852372
11 PINE CL,1.308112641749823,103.8826938007253
11 ST. GEORGE'S RD,1.322923267125573,103.8632304528484
11 TECK WHYE LANE,1.379762210592794,103.7549693541225
11 TOH YI DR,1.33800261167657,103.7726032723898
11 UPP BOON KENG RD,1.314239370335512,103.8709140314585
110 ALJUNIED CRES,1.319976747312158,103.8844393161629
110 ANG MO KIO AVE 4,1.370459370108889,103.8374192598586
110 BEDOK NTH RD,1.332472063524343,103.9348604755217
110 BEDOK RESERVOIR RD,1.330144803905619,103.9103180023404
110 BISHAN ST 12,1.347409570436247,103.848054589423
110 BT BATOK WEST AVE 6,1.347544438778045,103.7457967808361
110 BT PURMEI RD,1.27380415706759,103.8270576995959
110 C'WEALTH CRES,1.306798924062318,103.7986571691067
110 CLEMENTI ST 13,1.322845078231399,103.7708987724722
110 GANGSA RD,1.377863720836811,103.7681391685851
110 HOUGANG AVE 1,1.354805424248316,103.8896145852647
110 JURONG EAST ST 13,1.338870882464053,103.7362185061136
110 LENGKONG TIGA,1.323653452481001,103.9108536231605
110 LOR 1 TOA PAYOH,1.341552750673956,103.8463859477832
110 MCNAIR RD,1.322079197483135,103.859079081313
110 PASIR RIS ST 11,1.368775687469457,103.956300375904
110 RIVERVALE WALK,1.383492335284563,103.900312363452
110 SERANGOON NTH AVE 1,1.369383510077095,103.8714075183993
110 SIMEI ST 1,1.342752767978072,103.9501951897674
110 SPOTTISWOODE PK RD,1.27363823413532,103.8364203347327
110 TAMPINES ST 11,1.346946622481148,103.9493069632903
110 TECK WHYE LANE,1.378236952849004,103.7522083258272
110 WHAMPOA RD,1.326821225811215,103.8558907147579
110 WOODLANDS ST 13,1.43759759979085,103.7815755733228
110 YISHUN RING RD,1.433760579377175,103.8289933894433
110A DEPOT RD,1.281428248150365,103.8092428129186
110A PUNGGOL FIELD,1.396124003062578,103.9092836811889
110B PUNGGOL FIELD,1.395660238877016,103.9096270123627
110C PUNGGOL FIELD,1.395397332289093,103.9100339846691
110D PUNGGOL FIELD,1.395000711745136,103.9102060236711
111 ALJUNIED CRES,1.320397275547767,103.8842468414531
111 ANG MO KIO AVE 4,1.370851489859141,103.8372981574125
111 BEDOK NTH RD,1.331455740281891,103.9354586441414
111 BEDOK RESERVOIR RD,1.329807637430038,103.910093553419
111 BISHAN ST 12,1.347067526642791,103.8480636654041
111 BT BATOK WEST AVE 6,1.348406443469543,103.7459949341005
111 BT PURMEI RD,1.274397181262417,103.8272396104389
111 C'WEALTH CRES,1.306352033239681,103.7984662331493
111 CLEMENTI ST 13,1.323216053755068,103.7711261001168
111 EDGEFIELD PLAINS,1.396677886214138,103.9065791354185
111 GANGSA RD,1.378167474212318,103.7683656537619
111 HO CHING RD,1.333889395551149,103.7233061188819
111 HOUGANG AVE 1,1.354985764695163,103.8885574597542
111 JURONG EAST ST 13,1.338775749269965,103.7356042545167
111 LENGKONG TIGA,1.32405877835385,103.9113037627309
111 LOR 1 TOA PAYOH,1.341237138371954,103.8453061371935
111 LOR 3 GEYLANG,1.312348005062085,103.8737478403971
111 MCNAIR RD,1.321303988394461,103.8582727280635
111 PASIR RIS ST 11,1.368057919826486,103.9563784531517
111 RIVERVALE WALK,1.384397166645128,103.9008115771219
111 SERANGOON NTH AVE 1,1.369047312728024,103.870584006425
111 SIMEI ST 1,1.34241233534135,103.9495035262947
111 TAMPINES ST 11,1.346914713784628,103.9474164646421
111 TECK WHYE LANE,1.377879045606385,103.7521036703309
111 WHAMPOA RD,1.326589759170566,103.8561879174856
111 WOODLANDS ST 13,1.437943817322306,103.7820594337414
111 YISHUN RING RD,1.433212639701773,103.8286174984122
111A ALKAFF CRES,1.334694977019065,103.8731227708017
111A DEPOT RD,1.281122693023502,103.8086878956062
111B DEPOT RD,1.281165101471798,103.8084717600054
112 ALJUNIED CRES,1.32041804730607,103.885098713079
112 ANG MO KIO AVE 4,1.371278651455192,103.8357665657406
112 BEDOK NTH RD,1.331049078319357,103.9355387681978
112 BEDOK RESERVOIR RD,1.32969408806204,103.9104902191712
112 BISHAN ST 12,1.346810297821676,103.8490410605394
112 BT BATOK WEST AVE 6,1.348173533577623,103.745025213312
112 BT PURMEI RD,1.274528525608085,103.8259329280743
112 C'WEALTH CRES,1.306616608303075,103.7981838419406
112 CLEMENTI ST 13,1.323301237883589,103.7698534882086
112 EDGEFIELD PLAINS,1.396245169144881,103.9070872680076
112 HO CHING RD,1.333885581016549,103.723688445754
112 HOUGANG AVE 1,1.354421810638996,103.8885577681909
112 JURONG EAST ST 13,1.339209814905133,103.7358244231064
112 LENGKONG TIGA,1.323489065351741,103.9114078409806
112 LOR 1 TOA PAYOH,1.341553399140082,103.8454896134479
112 LOR 3 GEYLANG,1.31210823499255,103.8737836613358
112 MCNAIR RD,1.321013495477913,103.8589823970169
112 PASIR RIS ST 11,1.367705774415581,103.9557963739877
112 PENDING RD,1.37855560391307,103.768748798796
112 RIVERVALE WALK,1.383459766013734,103.9013836746326
112 SERANGOON NTH AVE 1,1.369199969346929,103.871588808817
112 SIMEI ST 1,1.343109584473092,103.9495595959719
112 TAMPINES ST 11,1.346298135772561,103.9475098055943
112 TECK WHYE LANE,1.377485451368235,103.7519213033074
112 WHAMPOA RD,1.32600154062316,103.8567322059891
112 WOODLANDS ST 13,1.438331465196269,103.7816672928188
112 YISHUN RING RD,1.434168645397462,103.8290549792141
112A DEPOT RD,1.281476361733231,103.808148105183
112B DEPOT RD,1.281568739182689,103.8077316572798
113 ANG MO KIO AVE 4,1.371785181255282,103.8359656635687
113 BEDOK NTH ST 2,1.330361650245979,103.9350810174716
113 BEDOK RESERVOIR RD,1.329966710024919,103.9107825267403
113 BISHAN ST 12,1.347231850957299,103.8488089888749
113 BT BATOK WEST AVE 6,1.34883637963314,103.7451734040823
113 BT PURMEI RD,1.274770134941821,103.8269322774939
113 C'WEALTH CRES,1.306746481499086,103.7979557289505
113 CLEMENTI ST 13,1.323684010785298,103.7701323493097
113 DEPOT RD,1.281419861965321,103.8072868755568
113 HOUGANG AVE 1,1.353569052556943,103.8887056650435
113 JLN BT MERAH,1.280277648829072,103.8257235588592
113 JURONG EAST ST 13,1.338797913612431,103.7348077248315
113 LENGKONG TIGA,1.323451840525878,103.9119048865035
113 LOR 1 TOA PAYOH,1.341283340168318,103.8446054846958
113 LOR 3 GEYLANG,1.311797847319426,103.873852489639
113 PASIR RIS ST 11,1.368055258863077,103.9557671513175
113 PENDING RD,1.378381817792245,103.7693594938774
113 POTONG PASIR AVE 1,1.336055938718868,103.863599507828
113 RIVERVALE WALK,1.383827436891408,103.9016836652122
113 SERANGOON NTH AVE 1,1.368776828669544,103.8704749299867
113 SIMEI ST 1,1.342854255673549,103.9498804081793
113 TAMPINES ST 11,1.346478517220594,103.9461767712973
113 TAO CHING RD,1.333184498292669,103.7243543248864
113 TECK WHYE LANE,1.377939317942355,103.7509153889498
113 WHAMPOA RD,1.325833303641522,103.8571793199753
113 WOODLANDS ST 13,1.438014045292161,103.7812289190898
113 YISHUN RING RD,1.435135802014621,103.8288732410929
113A MCNAIR RD,1.321425756110266,103.8601946893833
113B MCNAIR RD,1.321181401047983,103.8605681765636
